IdPoliza,NumPoliza,FormaPago,FechaInicio,FechaVencimiento,FechaCobranza,Prima,Estatus,IdCompania,IdAsegurado,IdUnidad
669,830389116,SEMESTRAL,8/5/2024,8/5/2025,,,Cancelada,18,332,669
670,830389685,ANUAL,8/5/2024,8/5/2025,,,Cancelada,18,332,670
671,830436177,TRIMESTRAL,1/8/2025,1/8/2026,,,Activa,18,333,671
672,830436176,TRIMESTRAL,1/8/2025,1/8/2026,,,Activa,18,333,672
673,830436179,TRIMESTRAL,11/8/2025,11/8/2026,,,Activa,18,332,673
674,830437605,TRIMESTRAL,11/8/2025,11/8/2026,,,Activa,18,332,674
675,830437606,TRIMESTRAL,26/8/2025,26/8/2026,,,Activa,18,332,675
676,830440858,TRIMESTRAL,17/9/2025,17/9/2026,,,Activa,18,332,676
677,830405733,TRIMESTRAL,19/10/2024,19/10/2025,,,Activa,18,332,677
678,830405731,TRIMESTRAL,19/10/2024,19/10/2025,,,Activa,18,332,678
679,830405730,TRIMESTRAL,19/10/2024,19/10/2025,,,Activa,18,332,679
680,830444374,TRIMESTRAL,13/11/2025,13/11/2026,,,Activa,18,332,680
681,830444375,TRIMESTRAL,13/11/2025,13/11/2026,,,Activa,18,332,681
682,830446678,SEMESTRAL,27/11/2025,27/11/2026,,,Activa,17,332,682
683,830412307,ANUAL,17/12/2024,17/12/2025,,,Activa,18,332,683
684,830444864,ANUAL,13/11/2025,13/11/2026,,,Cancelada,18,283,684
685,830434804,TRIMESTRAL,21/7/2025,21/7/2026,,,Activa,18,334,685
686,830417901,ANUAL,7/2/2025,7/2/2026,,,Activa,16,290,686
687,830382200,TRIMESTRAL,1/3/2024,1/3/2025,,,Cancelada,16,290,687
688,830422925,SEMESTRAL,26/3/2025,26/3/2026,,,Activa,16,290,688
689,830424827,SEMESTRAL,20/4/2025,20/4/2026,,,Activa,18,290,689
690,830424828,SEMESTRAL,20/4/2025,20/4/2026,,,Activa,16,290,690
691,830424831,SEMESTRAL,21/4/2025,21/4/2026,,,Activa,16,290,691
692,830427096,ANUAL,11/5/2025,11/5/2026,,,Activa,18,290,692
693,830427093,SEMESTRAL,18/5/2025,18/5/2026,,,Cancelada,18,290,693
694,830427094,SEMESTRAL,24/5/2025,24/5/2026,,,Activa,18,290,694
695,830430405,ANUAL,13/6/2025,13/6/2026,,,Cancelada,18,290,695
696,830430403,SEMESTRAL,27/6/2025,27/6/2026,,,Activa,16,290,696
697,830430401,ANUAL,27/6/2025,27/6/2026,,,Activa,16,290,697
698,830400934,ANUAL,3/9/2024,3/9/2025,,,Cancelada,18,290,698
699,830442394,SEMESTRAL,16/10/2025,16/10/2026,,,Activa,16,290,699
700,830445857,ANUAL,2/12/2025,2/12/2026,,,Activa,18,290,700
701,830414771,TRIMESTRAL,12/1/2025,12/1/2026,,,Activa,18,335,701
702,830433127,SEMESTRAL,1/7/2025,1/7/2026,,,Activa,18,336,702
703,830426813,SEMESTRAL,8/5/2025,8/5/2026,,,Cancelada,18,337,703
704,830383828,TRIMESTRAL,18/3/2024,18/3/2025,,,Cancelada,19,295,704
705,830429763,ANUAL,2/6/2025,2/6/2026,,,Activa,16,338,705
706,830375799,ANUAL,3/1/2024,3/1/2025,,,Cancelada,18,339,706
,,,,,,,,,,
707,M645702388-1,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,708
708,M645702388-2,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,709
709,M645702388-3,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,710
710,M645702388-4,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,711
711,M645702388-5,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,712
712,M645702388-6,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,713
713,M645702388-7,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,714
714,M645702388-8,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,715
715,M645702388-9,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,716
716,M645702388-10,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,717
717,M645702388-11,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,718
718,M645702388-12,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,719
719,M645702388-13,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,720
720,M645702388-14,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,721
721,M645702388-15,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,722
722,M645702388-16,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,723
723,M645702388-17,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,724
724,M645702388-18,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,725
725,M645702388-19,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,726
726,M645702388-20,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,727
727,M645702388-21,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,728
728,M645702388-22,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,729
729,M645702388-23,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,730
730,M645702388-24,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,731
731,M645702388-25,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,732
732,M645702388-26,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Cancelada,1,346,733
733,M645702388-27,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,734
734,M645702388-28,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,735
735,M645702388-29,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,736
736,M645702388-30,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,737
737,M645702388-31,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,738
738,M645702388-32,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,739
739,M645702388-33,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,740
740,M645702388-34,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,741
741,M645702388-35,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,742
742,M645702388-36,TRIMESTRAL S/R,1/2/2025,1/2/2026,,,Activa,1,346,743
743,M644704105-2,MENSUAL S/R,1/2/2024,1/2/2025,,,Cancelada,1,346,745
744,M644704105-10,MENSUAL S/R,1/2/2024,1/2/2025,,,Cancelada,1,346,746
745,M644704105-13,MENSUAL S/R,1/2/2024,1/2/2025,,,Cancelada,1,346,747
746,M645718040,ANUAL,25/8/2025,25/8/2026,,,Activa,2,346,749
747,M645718038,ANUAL,25/8/2025,25/8/2026,,,Activa,2,346,750
748,M645718038,ANUAL,25/8/2025,25/8/2026,,,Activa,2,346,751
749,M645722019,ANUAL,8/10/2025,8/10/2026,,,Activa,2,346,752
,,,,,,,,,,
750,M645704956,TRIMESTRAL,6-mar-25,6-mar-26,,,Activa,4,347,753
751,M645714294,TRIMESTRAL,1-jul-25,1-jul-26,,,Activa,1,347,754
752,M644711824,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,347,755
753,M644711877,TRIMESTRAL,2-feb-24,2-feb-25,,,Cancelada,1,347,756
754,M644710767,TRIMESTRAL,2-feb-24,2-feb-25,,,Cancelada,1,347,757
,,,,,,,,,,
755,M645707182,TRIMESTRAL,25-may-25,25-may-26,,,Activa,1,348,758
,,,,,,,,,,
756,M644711123,SEMESTRAL,2-feb-24,2-feb-25,,,Cancelada,1,349,759
,,,,,,,,,,
757,M644710899,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,4,350,760
758,M644707792-1,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,761
759,M644707792-2,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,762
760,M644707792-3,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,763
761,M644707792-4,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,764
762,M644707792-5,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,765
763,M644707792-6,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,766
764,M644707792-7,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,767
765,M644707792-9,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,768
766,M644707792-10,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,769
767,M644707792-11,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,770
768,M644707792-12,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,771
769,M644707792-13,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,772
770,M644707792-14,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,773
771,M644707792-15,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,774
772,M644707792-16,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,775
773,M644707792-17,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,776
774,M644707792-18,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,777
775,M644707792-19,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,778
776,M644707792-20,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,779
777,M644707792-21,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,780
778,M644707792-22,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,781
779,M644707792-23,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,782
780,M644707792-24,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,783
781,M644707792-25,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,784
782,M644707792-26,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,785
783,M644707792-27,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,786
784,M644707792-28,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,787
785,M644707792-29,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,788
786,M644707792-30,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,789
787,M644707792-31,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,790
788,M644707792-32,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,791
789,M644707792-33,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,792
790,M644707792-34,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,793
791,M644707792-35,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,794
792,M644707792-36,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,795
793,M644707792-37,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,796
794,M644707792-38,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,797
795,M644707792-39,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,798
796,M644707792-40,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,799
797,M644707792-41,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,800
798,M644707792-42,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,801
799,M644707792-43,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,802
800,M644707792-45,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,803
801,M644707792-46,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,804
802,M644707792-47,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,805
803,M644707792-48,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,806
804,M644707762-4,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,807
805,M644707762-5,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,808
806,M644707762-6,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,809
807,M644707762-11,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,810
808,M644707762-16,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,811
809,M644707762-19,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,812
810,M644707762-20,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,813
811,M644707762-21,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,814
812,M644707762-22,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,815
813,M644707762-25,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,816
814,M644707762-29,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,817
815,M644707762-30,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,818
816,M644707762-31,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,819
817,M644707762-32,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,820
818,M644707762-38,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,821
819,M644707762-39,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,822
820,M644707762-40,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,823
821,M644707762-41,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,824
822,M644707762-44,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,825
823,M644707762-45,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,826
824,M644707762-1,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,827
825,M644707762-2,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,828
826,M644707762-3,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,829
827,M644707762-7,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,830
828,M644707762-8,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,831
829,M644707762-9,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,832
830,M644707762-10,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,833
831,M644707762-12,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,834
832,M644707762-13,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,835
833,M644707762-14,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,836
834,M644707762-17,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,837
835,M644707762-18,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,838
836,M644707762-27,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,839
837,M644707762-28,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,840
838,M644707762-33,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,841
839,M644707762-34,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,842
840,M644707762-35,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,843
841,M644707762-36,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,844
842,M644707762-37,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,845
843,M644707762-42,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,846
844,M644707762-43,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,847
845,M644707762-23,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,848
846,M644707762-24,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,849
847,M644707762-26,TRIMESTRAL,1-feb-24,1-feb-25,,,Cancelada,1,350,850
,,,,,,,,,,
848,M644710944-1,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,851
849,M644710944-2,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,852
850,M644710944-3,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,853
851,M644710944-4,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,854
852,M644710944-5,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,855
853,M644710944-6,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,856
854,M644710944-7,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,857
855,M644710944-8,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,858
856,M644710944-9,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,859
857,M644710944-10,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,860
858,M644710944-11,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,861
859,M644710944-12,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,862
860,M644710944-13,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,863
861,M644710944-14,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,864
862,M644710944-15,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,865
863,M644710944-16,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,866
864,M644710944-17,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,867
865,M644710944-18,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,868
866,M644710944-19,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,869
867,M644710944-20,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,870
868,M644710944-21,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,871
869,M644710944-22,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,872
870,M644710944-23,TRIMESTRAL S/R,16-mar-24,16-mar-25,,,Cancelada,1,351,873
,,,,,,,,,,
871,M644650070,SEMESTRAL,4-ene-24,4-ene-25,,,Cancelada,1,352,874
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
